id,abime,cannabidiol,cannabigerol,cannabinol,cbd,cbn,couleur,couleur_exterieur,couleur_exterieur_1,couleur_interieur,delta9_tetrahydrocannabinol,description_de_l_objet,epaisseur,etiquette,forme,hauteur,largeur,logo,longueur,masse,nom_de_logo,numero_echantillon,ovule,presentation,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,visqueux
3465,,,,,,,,,,,11,,,,,,,Non,,,,20_066755,,Sommités,,,,,Cannabis,
3466,,,,,,,,,,,11,,,,,,,Non,,,,20_066757,,Sommités,,,,,Cannabis,
3467,,,,,,,,,,,15,,,,,,,Non,,,,20_066758,,Sommités,,,,,Cannabis,
3468,,,,,,,,,,,15,,,,,,,Non,,,,20_066761,,Sommités,,,,,Cannabis,
3469,,,,,1,1,,,,,20,,,,,,,Non,,,,20_066764,,Morceaux,,,3.6,3,Cannabis,
3470,,,,,1,1,,,,,20,,,,,,,Non,,,,20_066765,,Morceaux,,,3.6,3,Cannabis,
3471,,,,,1,1,,,,,20,,,,,,,Non,,,,20_066766,,Morceaux,,,3.6,3,Cannabis,
3472,,,,,1,1,,,,,25,,27.7,Oui,,,58.8,Oui,85.6,98.77,organic,20_066762,,Plaquette,,,1.6,1.2,Cannabis,
3473,,,,,1,1,,,,,25,,27.7,Oui,,,58.8,Oui,85.6,98.77,organic,20_066756,,Plaquette,,,1.6,1.2,Cannabis,
3474,,,,,1,1,,,,,1,,16.3,,,,59.8,Non,92.1,93.81,,20_066752,,Plaquette,,,1.8,2.3,Cannabis,
3482,,,,,1,,,,,,0,,,,,,,Non,,,,4480,,Sommités,,,11.2,,Cannabis,
3495,,,,,1,1,,,,,34.4,,23,Oui,,,62,Oui,110,98.9,Diamants ANA,A,,Plaquette,,,1.7,0,Cannabis,
3496,,,,,1,1,,,,,34.4,,23,Oui,,,62,Oui,110,98.9,Diamants ANA,V,,Plaquette,,,1.7,0,Cannabis,
3497,,,,,,1,,,,,16,,,,,,,Non,,,,H,,Sommités,,,,0,Cannabis,
3499,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100015,,Ovule,,,0,0.3,Cannabis,
3500,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100016,,Ovule,,,0,0.3,Cannabis,
3501,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100017,,Ovule,,,0,0.3,Cannabis,
3502,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100018,,Ovule,,,0,0.3,Cannabis,
3505,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100021,,Ovule,,,0,0.3,Cannabis,
3506,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100022,,Ovule,,,0,0.3,Cannabis,
3507,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100023,,Ovule,,,0,0.3,Cannabis,
3508,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100024,,Ovule,,,0,0.3,Cannabis,
3509,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100025,,Ovule,,,0,0.3,Cannabis,
3510,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100026,,Ovule,,,0,0.3,Cannabis,
3511,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100027,,Ovule,,,0,0.3,Cannabis,
3512,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100028,,Ovule,,,0,0.3,Cannabis,
3513,,,,,1,1,,,,,41,,0,,,,,Non,0,,,21_100029,,Ovule,,,0,0.3,Cannabis,
3519,,,,,1,1,,,,,35,,,,,,,Non,,,,21_100019b,,Morceaux,,,1.2,0.4,Cannabis,
3520,,,,,1,1,,,,,33,,,,,,,Non,,,,21_100020b,,Morceaux,,,0.4,0.5,Cannabis,
3521,,,,,1,1,,,,,31,,,,,,,Non,,,,21_100030b,,Morceaux,,,1.4,0.7,Cannabis,
3522,,,,,1,1,,,,,20,,,,,,,Non,,,,21_100031b,,Morceaux,,,1.4,1.2,Cannabis,
3523,,,,,,,,,,,18,,,,,,,Non,,,,21_100032b,,Sommités,,,,,Cannabis,
3524,,,,,,,,,,,18,,,,,,,Non,,,,21_100034b,,Sommités,,,,,Cannabis,
3525,,,8,,,,,,,,0.1,,,,,,,Non,,,,21_100033b,,,,,,,Cannabis,
3536,,,,,1,1,,,,,29.8,,27.2,Oui,,,55.2,Oui,93.2,98.5,V 21,14142,,Plaquette,,,2,1,Cannabis,
3537,,,,,1,1,,,,,29.8,,27.2,Oui,,,55.2,Oui,93.2,98.5,V 21,14143,,Plaquette,,,2,1,Cannabis,
3538,,,,,1,1,,,,,29.8,,27.2,Oui,,,55.2,Oui,93.2,98.5,V 21,14144,,Plaquette,,,2,1,Cannabis,
3539,,,,,1,1,,,,,29.8,,27.2,Oui,,,55.2,Oui,93.2,98.5,V 21,14145,,Plaquette,,,2,1,Cannabis,
3540,,,,,1,1,,,,,29.8,,27.2,Oui,,,55.2,Oui,93.2,98.5,V 21,14146,,Plaquette,,,2,1,Cannabis,
3541,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14150,,Sommités,,,0,0,Cannabis,
3542,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14151,,Sommités,,,0,0,Cannabis,
3543,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14152,,Sommités,,,0,0,Cannabis,
3544,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14153,,Sommités,,,0,0,Cannabis,
3545,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14154,,Sommités,,,0,0,Cannabis,
3546,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14155,,Sommités,,,0,0,Cannabis,
3547,,,,,1,1,,,,,14.9,,,,,,,Non,,,,14157,,Sommités,,,0,0,Cannabis,
3548,,,,,1,1,,,,,20.1,,,,,,,Non,,,,14156,,Sommités,,,0,0,Cannabis,
3565,,,,,1,1,,,,,35,,,,,,,Non,,,,21_100074,,Morceaux,,,1.7,0.8,Cannabis,
3566,,,,,,,,,,,12,,,,,,,Non,,,,21_100070,,Sommités,,,,,Cannabis,
3567,,29,,,,,,,,,0.2,,,,,,,Non,,,,21_100073,,Sommités,,,,,Cannabis,
3568,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100071,,Sommités,,,5,,Cannabis,
3569,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100072,,Sommités,,,5,,Cannabis,
3570,,,,,,1,,,,,13.6,,,,,,,Non,,,,2-1,,Sommités,,,,0,Cannabis,
3571,,,,,,1,,,,,13.6,,,,,,,Non,,,,2-2,,Sommités,,,,0,Cannabis,
3572,,,,,,1,,,,,13.6,,,,,,,Non,,,,2-3,,Sommités,,,,0,Cannabis,
3573,,,,,1,1,,,,,27.3,,24,Oui,,,52,Oui,99,100.4,LEVI'S AUTHENTIC FOOTWEAR cheval pantalon,D3,,Plaquette,,,1.5,0,Cannabis,
3574,,,,,1,,,,,,11,,,,,,,Non,,,,2/BIS,,Sommités,,,0,,Cannabis,
3581,,,,,1,1,,,,,30.4,,,,,,,Non,,,,1,,Morceaux,,,0,1.2,Cannabis,
3582,,,,,,1,,,,,10.1,,,,,,,Non,,,,2,,Sommités,,,,0,Cannabis,
3583,,,,,1,,,,,,2.2,,,,,,,Non,,,,3,,Sommités,,,7.1,,Cannabis,
3584,,,,,1,,,,,,0,,,,,,,Non,,,,5,,Sommités,,,2.7,,Cannabis,
3585,,,,,1,,,,,,0,,,,,,,Non,,,,6,,Sommités,,,0.5,,Cannabis,
3587,,,,,,1,,,,,14.3,,,,,,,Non,,,,C2,,Sommités,,,,0,Cannabis,
3588,,,,,1,1,,,,,16.1,,,,,,,Non,,,,2,,Morceaux,,,1.5,4.7,Cannabis,
3589,,,,,1,1,,,,,0.8,,,,,,,Non,,,,6,,Morceaux,,,22.5,0,Cannabis,
3590,,,,,1,1,,,,,0.5,,,,,,,Non,,,,3,,Morceaux,,,14,0,Cannabis,
3591,,,,,,1,,,,,10.5,,,,,,,Non,,,,4,,Débris végétaux,,,,0,Cannabis,
3592,,,,,1,1,,,,,34.8,,,,,,,Non,,,,C1,,Morceaux,,,1,0,Cannabis,
3593,,,,,1,1,,,,,26.4,,28,Oui,,,50,Oui,98,99.7,PATEK PHILIPPE GENEVE,D4,,Plaquette,,,1.1,0,Cannabis,
3604,,,,,1,1,,,,,36.2,,21,Oui,,,62,Oui,102,100.1,Tête de taureau,3,,Plaquette,,,1.1,0,Cannabis,
3605,,,,,,1,,,,,13,,,,,,,Non,,,,21_100122,,Sommités,,,,0,Cannabis,
3606,,,,,,1,,,,,13,,,,,,,Non,,,,21_100123,,Sommités,,,,0,Cannabis,
3608,,,,,1,1,Beige,,,,0,,,,,,,Non,,,,4,0,,,,0,0,Cannabis,1
3609,,,,,1,1,,,,,28.3,,22,Oui,,,54,Oui,115,90.9,ROLLS ROYCE,S1-1,,Plaquette,,,1.2,0,Cannabis,
3610,,,,,1,1,,,,,28.7,,29,Oui,,,52,Oui,99,96.9,PRESIDENTIAL OG KUSH,S1-2,,Plaquette,,,1.7,1.3,Cannabis,
3611,,,,,1,1,,,,,1.3,,,,,,,Non,,,,B10,,Débris végétaux,,,8,0,Cannabis,
3612,,,,,1,1,,,,,0.7,,,,,,,Non,,,,B12,,Morceaux,,,19.2,0,Cannabis,
3613,,,,,,1,,,,,16.3,,,,,,,Non,,,,S2-1,,Sommités,,,,0,Cannabis,
3614,,,,,1,1,,,,,22.4,,,,,,,Non,,,,B9,,Morceaux,,,1.5,1.7,Cannabis,
3615,,,,,1,,,,,,1,,,,,,,Non,,,,S2-2,,Sommités,,,13.7,,Cannabis,
3616,,,,,1,1,,,,,22.4,,,,,,,Non,,,,S3-1,,Morceaux,,,1.5,1.4,Cannabis,
3617,,,,,1,1,,,,,22.4,,,,,,,Non,,,,S3-2,,Morceaux,,,1.5,1.4,Cannabis,
3618,,,,,1,1,,,,,31.8,,19,,,,55,Non,,27.6,,S3-3,,Plaquette,,,2,1.4,Cannabis,
3619,,,,,,1,,,,,8.4,,,,,,,Non,,,,S4-2,,Sommités,,,,0,Cannabis,
3620,,,,,1,1,,,,,22.4,,,,,,,Non,,,,S4-1,,Morceaux,,,1.5,1.4,Cannabis,
3621,,,,,1,1,,,,,21.3,,,,,,,Non,,,,S4-3,,Débris végétaux,,,0,1.2,Cannabis,
3628,,,,,1,1,,,,,23,,,,,,,Non,,,,M1,,Morceaux,,,1.8,1,Cannabis,
3629,,,,,1,1,,,,,23,,,,,,,Non,,,,M2,,Morceaux,,,1.8,1,Cannabis,
3630,,,,,1,1,,,,,23,,,,,,,Non,,,,M3,,Morceaux,,,1.8,1,Cannabis,
3631,,,,,1,1,,,,,31.3,,27,Oui,,,59,Oui,102,98.6,diable,V1B,,Plaquette,,,1.8,0,Cannabis,
3632,,,,,1,1,,,,,16.4,,21,Oui,,,70,Oui,98,96.8,AMNESIA LEMON,1PL,,Plaquette,,,2.1,2,Cannabis,
3644,,,,,,,,,,,10,,,,,,,Non,,,,21_100082,,Sommités,,,,,Cannabis,
3646,,,,,,1,,,,,30,,,,,,,Non,,,,21_100124,,Morceaux,,,,1,Cannabis,
3647,,,,,,,,,,,15,,,,,,,Non,,,,21_100125,,Sommités,,,,,Cannabis,
3648,,,,,,,,,,,15,,,,,,,Non,,,,21_100126,,Sommités,,,,,Cannabis,
3649,,,,,1,1,,,,,33,,,,,,,Non,,,,21_100127,,Morceaux,,,2,1,Cannabis,
3650,,,,,1,1,,,,,33,,,,,,,Non,,,,21_100128,,Morceaux,,,2,1,Cannabis,
3652,,,,,,1,,,,,40,,16.3,,,,48.3,Non,112.4,88.5,,21_100113,,Plaquette,,,,1,Cannabis,
3653,,,,,1,1,,,,,2,,,,,,,Non,,,,21_100114,,Morceaux,,,0.3,0.7,Cannabis,
3654,,,,,1,1,,,,,25,,19.2,Oui,,,60.8,Oui,91.3,93.2,CRITICAL et feuille cannabis,21_100115,,Plaquette,,,0.6,3.3,Cannabis,
3655,,,,,1,1,,,,,25,,26,Oui,,,57.7,Oui,86,97.58,croix verte,21_100096,,Plaquette,,,1,0,Cannabis,
3656,,,,,1,1,,,,,17,,18.7,Oui,,,60.6,Oui,111.5,96.41,GORILLA GLUE,21_100097,,Plaquette,,,2,1.5,Cannabis,
3657,,,,,1,,,,,,0.9,,,,,,,Non,,,,21_100098,,Sommités,,,15,,Cannabis,
3658,,,,,1,,,,,,0.9,,,,,,,Non,,,,21_100099,,Sommités,,,15,,Cannabis,
3659,,,,,1,1,,,,,17.8,,,,,,,Non,,,,1,,Morceaux,,,1.6,1.1,Cannabis,
3664,,,,,,1,,,,,21.4,,,,,,,Non,,,,K1,,Sommités,,,,0,Cannabis,
3665,,,,,1,1,,,,,32,,,,,,,Non,,,,SMA,,Morceaux,,,1.9,0,Cannabis,
3666,,,,,1,1,,,,,19.9,,,,,,,Non,,,,SML,,Morceaux,,,3.2,2,Cannabis,
3667,,,,,,,,,,,9.3,,,,,,,Non,,,,K2,,Sommités,,,,,Cannabis,
3668,,,,,,,,,,,9.3,,,,,,,Non,,,,K3,,Sommités,,,,,Cannabis,
3669,,,,,,1,,,,,13.1,,,,,,,Non,,,,K4,,Sommités,,,,0,Cannabis,
3670,,,,,,1,,,,,13.1,,,,,,,Non,,,,SMH,,Sommités,,,,0,Cannabis,
3671,,,,,,1,,,,,13.1,,,,,,,Non,,,,F1,,Sommités,,,,0,Cannabis,
3673,,,,,1,1,,,,,26.1,,5,,,,76,Non,124,25.6,,1-1,,Morceaux,,,1.4,1.7,Cannabis,
3674,,,,,1,1,,,,,26.1,,5,,,,76,Non,124,25.6,,1-2,,Morceaux,,,1.4,1.7,Cannabis,
3675,,,,,1,1,,,,,18.5,,15,Oui,,,45,Oui,83,50,TIDGHINE,14-1,,Plaquette,,,6.3,2.5,Cannabis,
3676,,,,,1,1,,,,,18.5,,15,Oui,,,45,Oui,83,50,TIDGHINE,14-2,,Plaquette,,,6.3,2.5,Cannabis,
3677,,,,,1,1,,,,,18.5,,15,Oui,,,45,Oui,83,50,TIDGHINE,14-3,,Plaquette,,,6.3,2.5,Cannabis,
3678,,,,,1,1,,,,,18.7,,14,Oui,,,42,Oui,81,48.8,BELDIA,14-4,,Plaquette,,,6.3,2.6,Cannabis,
3679,,,,,1,1,,,,,33.7,,22,Oui,,,56,Oui,107,94.7,GORILLA GLUE,14-5,,Plaquette,,,2,1.8,Cannabis,
3680,,,,,1,1,,,,,24.4,,22,,,,84,Non,,148.1,,14-6,,Plaquette,,,1.5,2.1,Cannabis,
3681,,,,,1,1,,,,,15.5,,,,,,,Non,,,,12,,Morceaux,,,2.1,2.6,Cannabis,
3682,,,,,1,1,,,,,33.2,,19,,,,58,Non,,80.7,,13,,Plaquette,,,1.9,1.9,Cannabis,
3683,,,,,,1,,,,,10.1,,,,,,,Non,,,,15,,Sommités,,,,0,Cannabis,
3684,,,,,,1,,,,,10.1,,,,,,,Non,,,,16,,Sommités,,,,0,Cannabis,
3686,,,,,,,,,,,8,,,,,,,Non,,,,21_100183,,Sommités,,,,,Cannabis,
3687,,,,,1,1,,,,,15,,,,,,,Non,,,,21_100184,,Morceaux,,,3,1,Cannabis,
3688,,,,,1,1,,,,,23,,,,,,,Non,,,,21_100180,,Morceaux,,,1,1,Cannabis,
3689,,,,,1,1,,,,,23,,,,,,,Non,,,,21_100185,,Morceaux,,,1,1,Cannabis,
3690,,,,,,,,,,,12,,,,,,,Non,,,,21_100181,,Sommités,,,,,Cannabis,
3691,,,,,,,,,,,12,,,,,,,Non,,,,21_100182,,Sommités,,,,,Cannabis,
3696,,,,,1,1,,,,,30.1,,,,,,,Non,,,,5,,Morceaux,,,2.1,1.7,Cannabis,
3707,,,,,1,1,,,,,0.8,,,,,,,Non,,,,1,,Morceaux,,,20.2,0,Cannabis,
3708,,,,,1,1,,,,,0.8,,,,,,,Non,,,,2,,Morceaux,,,20.2,0,Cannabis,
3709,,,,,,1,,,,,9,,,,,,,Non,,,,H3,,Sommités,,,,0,Cannabis,
3710,,,,,,1,,,,,9,,,,,,,Non,,,,H6,,Sommités,,,,0,Cannabis,
3711,,,,,,1,,,,,16.9,,,,,,,Oui,,,Pablo Escobar,H2,,Sommités,,,,0,Cannabis,
3712,,,,,1,1,,,,,33.8,,,,,,,Non,,,,R8,,Morceaux,,,1.1,1.1,Cannabis,
3713,,,,,1,1,,,,,19.5,,,,,,,Non,,,,R5,,Morceaux,,,1.1,1.3,Cannabis,
3714,,,,,1,1,,,,,34.6,,,,,,,Non,,,,R2,,Morceaux,,,1.8,0,Cannabis,
3715,,,,,1,1,,,,,34.6,,,,,,,Non,,,,R3,,Morceaux,,,1.8,0,Cannabis,
3716,,,,,1,1,,,,,34.6,,,,,,,Non,,,,R4,,Morceaux,,,1.8,0,Cannabis,
3717,,,,,1,1,,,,,34.6,,,,,,,Non,,,,R6,,Morceaux,,,1.8,0,Cannabis,
3718,,,,,1,1,,,,,34.6,,,,,,,Non,,,,R7,,Morceaux,,,1.8,0,Cannabis,
3721,,,,,,1,,,,,13,,,,,,,Non,,,,21_100199,,Sommités,,,,0,Cannabis,
3722,,,,,,1,,,,,13,,,,,,,Non,,,,21_100200,,Sommités,,,,0,Cannabis,
3723,,,,,,1,,,,,13,,,,,,,Non,,,,21_100201,,Sommités,,,,0,Cannabis,
3724,,,,,,1,,,,,13,,,,,,,Non,,,,21_100203,,Sommités,,,,0,Cannabis,
3725,,,,,,1,,,,,13,,,,,,,Non,,,,21_100205,,Sommités,,,,0,Cannabis,
3726,,,,,,1,,,,,13,,,,,,,Non,,,,21_100207,,Sommités,,,,0,Cannabis,
3727,,,,,,1,,,,,16,,,,,,,Non,,,,21_100202,,Sommités,,,,0,Cannabis,
3728,,,,,,1,,,,,16,,,,,,,Non,,,,21_100204,,Sommités,,,,0,Cannabis,
3729,,,,,,1,,,,,16,,,,,,,Non,,,,21_100205,,Sommités,,,,0,Cannabis,
3746,,,,,,,,,,,6.5,,,,,,,Non,,,,1,,Sommités,,,,,Cannabis,
3747,,,,,,,,,,,14,,,,,,,Non,,,,2,,Sommités,,,,,Cannabis,
3749,,,,,1,,,,,,34.9,,25,Oui,,,60,Oui,100,97.6,NA,brc34-1,,Plaquette,,,1.6,,Cannabis,
3750,,,,,1,1,,,,,32.9,,31,Oui,,,48,Oui,91,99.3,personnage bonnet bleu,brc34-2,,Plaquette,,,1.9,0,Cannabis,
3751,,,,,1,1,,,,,33.3,,,Oui,,,,Oui,,,la moula venu d'ailleurs,prc34,,Morceaux,,,2,0,Cannabis,
3752,,,,,,,,,,,9.1,,,,,,,Non,,,,phc34,,Sommités,,,,,Cannabis,
3753,,,,,1,,,,,,0.5,,,,,,,Non,,,,1,,Morceaux,,,14.5,,Cannabis,
3754,,,,,1,1,,,,,25.7,,27,Oui,,,59,Oui,99,100.2,NICOLE,P,,Plaquette,,,1.9,0,Cannabis,
3755,,,,,,,,,,,3.9,,,,,,,Non,,,,25,,Plantes,,,,,Cannabis,
3756,,,,,,,,,,,3.9,,,,,,,Non,,,,27,,Plantes,,,,,Cannabis,
3757,,,,,,,,,,,1.5,,,,,,,Non,,,,29,,Plantes,,,,,Cannabis,
3758,,,,,,,,,,,0.7,,,,,,,Non,,,,31,,Plantes,,,,,Cannabis,
3759,,,,,1,,,,,,0.5,,,,,,,Non,,,,2,,Morceaux,,,13.8,,Cannabis,
3760,,,,,,1,,,,,14.8,,,,,,,Non,,,,2,,Sommités,,,,0,Cannabis,
3761,,,,,1,1,,,,,18.9,,,,,,,Non,,,,3,,Morceaux,,,7.5,2.3,Cannabis,
3764,,,,,,,,,,,10.6,,,,,,,Oui,,,DRINK BROS  4 AVENUE PiATON 69100 ,vs1,,Sommités,,,,,Cannabis,
3765,,,,,,,,,,,10.6,,,,,,,Oui,,,DRINK BROS  4 AVENUE PiATON 69100 ,2,,Sommités,,,,,Cannabis,
3766,,,,,,1,,,,,18.9,,,,,,,Non,,,,SK1,,Sommités,,,,0,Cannabis,
3767,,,,,1,1,,,,,27.1,,,Oui,,,,Oui,,,DRINK BROS 4 avenue piaton 69100,1,,Morceaux,,,1.7,1.3,Cannabis,
3769,,,,,,,,,,,1.4,,,,,,,Non,,,,42,,Débris végétaux,,,,,Cannabis,
3770,,,,,1,,,,,,0,,,,,,,Non,,,,G4,,Sommités,,,84.6,,Cannabis,
3771,,,,,1,,,,,,0,,,,,,,Non,,,,G10,,Sommités,,,58.2,,Cannabis,
3772,,,,,1,,,,,,0,,,,,,,Non,,,,G3,,Morceaux,,,13.2,,Cannabis,
3773,,,,,1,,,,,,0,,,,,,,Non,,,,G8,,Morceaux,,,13.2,,Cannabis,
3774,,,,,1,,,,,,0,,,,,,,Non,,,,G13,,Morceaux,,,13.2,,Cannabis,
3775,,,,,1,,,,,,0,,,,,,,Non,,,,G5,,Sommités,,,2.5,,Cannabis,
3776,,,,,1,,,,,,0,,,,,,,Non,,,,G6,,Sommités,,,2.5,,Cannabis,
3777,,,,,1,,,,,,0,,,,,,,Non,,,,G11,,Sommités,,,2.5,,Cannabis,
3778,,,,,1,,,,,,0.2,,,,,,,Non,,,,G7,,Sommités,,,3.6,,Cannabis,
3779,,,,,1,,,,,,0.2,,,,,,,Non,,,,G12,,Sommités,,,3.6,,Cannabis,
3780,,,,,1,,,,,,0.4,,,,,,,Non,,,,G1,,Sommités,,,9.4,,Cannabis,
3781,,,,,1,,,,,,0.4,,,,,,,Non,,,,G2,,Sommités,,,9.4,,Cannabis,
3782,,,,,1,,,,,,0.4,,,,,,,Non,,,,G9,,Sommités,,,9.4,,Cannabis,
3784,,,,,1,1,,,,,0.6,,,,,,,Non,,,,A5,,Sommités,,,17.1,0,Cannabis,
3790,,,,,1,1,,,,,35.2,,,,,,,Non,,,,D3-1,,Morceaux,,,1.6,1.5,Cannabis,
3791,,,,,1,1,,,,,35.2,,,,,,,Non,,,,D3-2,,Morceaux,,,1.6,1.5,Cannabis,
3792,,,,,1,1,,,,,34.6,,30,Oui,,,50,Oui,99,97.1,feuille érable rouge feuille cannabis,F2-1,,Plaquette,,,1.5,1.5,Cannabis,
3793,,,,,1,1,,,,,34.6,,30,Oui,,,50,Oui,99,97.1,feuille érable rouge feuille cannabis,F2-2,,Plaquette,,,1.5,1.5,Cannabis,
3795,,,,,,1,,,,,3.2,,,,,,,Non,,,,7A,,Débris végétaux,,,,0,Cannabis,
3796,,,,,,1,,,,,1.1,,,,,,,Non,,,,7B,,Débris végétaux,,,,0,Cannabis,
3797,,,,,1,1,,,,,3.5,,,,,,,Non,,,,7C,,Sommités,,,0,0,Cannabis,
3798,,,,,,,,,,,,,,,,,,Non,,,,1,,,,,,,Cannabis,
3809,,,,,1,1,,,,,32.7,,,,,,,Non,,,,2,,Morceaux,,,2.3,0,Cannabis,
3813,,,,,1,,,,,,,,,,,,,Non,,,,42_D,,Débris végétaux,,,0.5,,Cannabis,
3814,,,,,1,,,,,,,,,,,,,Non,,,,42_G,,Débris végétaux,,,0.5,,Cannabis,
3815,,,,,1,,,,,,,,,,,,,Non,,,,42_A,,Débris végétaux,,,0.7,,Cannabis,
3816,,,,,1,,,,,,,,,,,,,Non,,,,42_B,,Débris végétaux,,,0.7,,Cannabis,
3817,,,,,1,,,,,,,,,,,,,Non,,,,42_C,,Débris végétaux,,,0.7,,Cannabis,
3818,,,,,1,,,,,,,,,,,,,Non,,,,42_E,,Débris végétaux,,,0.7,,Cannabis,
3819,,,,,1,,,,,,,,,,,,,Non,,,,42_F,,Débris végétaux,,,0.7,,Cannabis,
3820,,,,,1,1,,,,,0.1,,,,,,,Non,,,,Echantillon 40_B,,Débris végétaux,,,3.4,0,Cannabis,
3832,,,,,,,,,,,9,,,,,,,Non,,,,21_100139,,,,,,,Cannabis,
3833,,,,,,,,,,,9,,,,,,,Non,,,,21_100142,,,,,,,Cannabis,
3834,,,,,,,,,,,9,,,,,,,Non,,,,21_100147,,,,,,,Cannabis,
3835,,,,,,,,,,,14,,,,,,,Non,,,,21_100140,,Sommités,,,,,Cannabis,
3836,,,,,1,1,,,,,25,,,,,,,Non,,,,21_100143,,Morceaux,,,0.5,3.8,Cannabis,
3837,,,,,1,1,,,,,27.9,,,,,,,Non,,,,1-1,,Morceaux,,,2.2,1.5,Cannabis,
3838,,,,,1,1,,,,,27.9,,,,,,,Non,,,,1-2,,Morceaux,,,2.2,1.5,Cannabis,
3839,,,,,1,1,,,,,27.9,,,,,,,Non,,,,1-3,,Morceaux,,,2.2,1.5,Cannabis,
3878,,,,,1,1,,,,,35,,,,,,,Non,,,,21_100242,,Morceaux,,,2.1,1.3,Cannabis,
3879,,,,,1,1,,,,,33,,,,,,,Non,,,,21_100241,,Morceaux,,,1.9,1.2,Cannabis,
3880,,,,,1,1,,,,,2.8,,,,,,,Non,,,,1977,,Débris végétaux,,,0,0,Cannabis,
3881,,,,,1,1,,,,,7.9,,,,,,,Non,,,,1978,,Débris végétaux,,,0,0.1,Cannabis,
3893,,,,,1,1,,,,,9.7,,,,,,,Non,,,,10,,Morceaux,,,5.2,0,Cannabis,
3906,,,,,1,1,,,,,14,,,,,,,Non,,,,14072,,Sommités,,,0,0.2,Cannabis,
3907,,,,,1,1,,,,,14,,,,,,,Non,,,,14075,,Sommités,,,0,0.2,Cannabis,
3908,,,,,1,1,,,,,14,,,,,,,Non,,,,14084,,Sommités,,,0,0.2,Cannabis,
3909,,,,,1,1,,,,,14,,,,,,,Non,,,,14073,,Sommités,,,0,0.2,Cannabis,
3910,,,,,1,1,,,,,14,,,,,,,Non,,,,14074,,Sommités,,,0,0.2,Cannabis,
3911,,,,,1,1,,,,,14,,,,,,,Non,,,,14082,,Sommités,,,0,0.2,Cannabis,
3912,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14083,,Sommités,,,0,0.2,Cannabis,
3913,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14081,,Sommités,,,0,0.2,Cannabis,
3914,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14079,,Sommités,,,0,0.2,Cannabis,
3915,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14077,,Sommités,,,0,0.2,Cannabis,
3916,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14078,,Sommités,,,0,0.2,Cannabis,
3917,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14080,,Sommités,,,0,0.2,Cannabis,
3918,,,,,1,1,,,,,17.3,,,,,,,Non,,,,14076,,Sommités,,,0,0.2,Cannabis,
3948,,,,,1,1,,,,,32.8,,23,Oui,,,55,Oui,92,98.8,Green farm for medical use cannabis organic natural product feuille cannabis croix verte,1,,Plaquette,,,1.4,0,Cannabis,
3949,,,,,1,1,,,,,32.8,,23,Oui,,,55,Oui,92,98.8,Green farm for medical use cannabis organic natural product feuille cannabis croix verte,6,,Plaquette,,,1.4,0,Cannabis,
3950,,,,,1,1,,,,,32.8,,23,Oui,,,55,Oui,92,98.8,Green farm for medical use cannabis organic natural product feuille cannabis croix verte,7,,Plaquette,,,1.4,0,Cannabis,
3951,,,,,1,1,,,,,32.8,,23,Oui,,,55,Oui,92,98.8,Green farm for medical use cannabis organic natural product feuille cannabis croix verte,9,,Plaquette,,,1.4,0,Cannabis,
3952,,,,,1,1,,,,,35.9,,22,Oui,,,57,Oui,92,97.2,Volkswagen VW,2,,Plaquette,,,2.5,0,Cannabis,
3953,,,,,1,1,,,,,30,,22,Oui,,,51,Oui,118,95.7,critical sommité fleurie,3,,Plaquette,,,1.6,0,Cannabis,
3954,,,,,1,1,,,,,30,,22,Oui,,,51,Oui,118,95.7,critical sommité fleurie,10,,Plaquette,,,1.6,0,Cannabis,
3955,,,,,1,1,,,,,18.5,,23,Oui,,,56,Oui,103,94.9,TOP,4,,Plaquette,,,1.2,0,Cannabis,
